Date,Price,Open,High,Low,per_change,Days
8-Feb-16,1.1198,1.1159,1.1218,1.1087,0.0035,334
9-Feb-16,1.1293,1.1197,1.1339,1.1163,0.0085,335
10-Feb-16,1.129,1.1292,1.1311,1.1159,-0.0003,336
11-Feb-16,1.1324,1.1292,1.1378,1.1274,0.003,337
12-Feb-16,1.126,1.1328,1.1335,1.1215,-0.0057,338
15-Feb-16,1.1155,1.1251,1.1253,1.1127,-0.0093,339
16-Feb-16,1.1144,1.1155,1.1196,1.1123,-0.001,340
17-Feb-16,1.1128,1.1143,1.118,1.1104,-0.0014,341
18-Feb-16,1.1107,1.113,1.1153,1.1072,-0.0019,342
19-Feb-16,1.1134,1.1107,1.114,1.1067,0.0024,343
22-Feb-16,1.1029,1.1128,1.1137,1.1003,-0.0094,344
23-Feb-16,1.102,1.1031,1.1055,1.0991,-0.0008,345
24-Feb-16,1.1013,1.1019,1.1047,1.0957,-0.0006,346
25-Feb-16,1.1023,1.1014,1.1052,1.0987,0.0009,347
26-Feb-16,1.0934,1.102,1.1071,1.0913,-0.0081,348
29-Feb-16,1.0873,1.0932,1.0964,1.0858,-0.0056,349
1-Mar-16,1.0867,1.0873,1.0896,1.0835,-0.0006,350
2-Mar-16,1.0868,1.0868,1.0881,1.0825,0.0001,351
3-Mar-16,1.0957,1.0867,1.0974,1.0853,0.0082,352
4-Mar-16,1.1004,1.0958,1.1045,1.0903,0.0043,353
7-Mar-16,1.1014,1.1008,1.1027,1.094,0.0009,354
8-Mar-16,1.1011,1.1014,1.1059,1.0992,-0.0003,355
9-Mar-16,1.0999,1.1012,1.1037,1.0946,-0.0011,356
10-Mar-16,1.1177,1.0998,1.1218,1.0821,0.0162,357
11-Mar-16,1.1153,1.1177,1.1212,1.1081,-0.0021,358
14-Mar-16,1.1106,1.1151,1.1177,1.1076,-0.0042,359
15-Mar-16,1.1109,1.11,1.1125,1.1071,0.0003,360
16-Mar-16,1.1225,1.111,1.1245,1.1058,0.0104,361
17-Mar-16,1.1319,1.1224,1.1344,1.1205,0.0084,362
18-Mar-16,1.127,1.1319,1.1339,1.1257,-0.0043,363
21-Mar-16,1.1241,1.127,1.1286,1.1235,-0.0026,364
22-Mar-16,1.1217,1.1245,1.1263,1.119,-0.0021,365
23-Mar-16,1.1184,1.1218,1.1224,1.1158,-0.0029,366
24-Mar-16,1.1174,1.1179,1.1188,1.1143,-0.0009,367
25-Mar-16,1.1166,1.1176,1.1189,1.1153,-0.0007,368
28-Mar-16,1.1196,1.1164,1.1221,1.1154,0.0027,369
29-Mar-16,1.1291,1.1198,1.1305,1.1168,0.0085,370
30-Mar-16,1.1338,1.129,1.1366,1.1281,0.0042,371
31-Mar-16,1.138,1.1338,1.1413,1.1309,0.0037,372
1-Apr-16,1.1387,1.138,1.1439,1.1334,0.0006,373
4-Apr-16,1.1392,1.1393,1.1414,1.1357,0.0004,374
5-Apr-16,1.1384,1.1389,1.1406,1.1336,-0.0007,375
6-Apr-16,1.1399,1.1384,1.1434,1.1327,0.0013,376
7-Apr-16,1.1377,1.1398,1.1455,1.1337,-0.0019,377
8-Apr-16,1.1401,1.1379,1.1421,1.1349,0.0021,378
11-Apr-16,1.1408,1.1407,1.1448,1.1373,0.0006,379
12-Apr-16,1.1386,1.1408,1.1466,1.1347,-0.0019,380
13-Apr-16,1.1274,1.1385,1.1393,1.1266,-0.0098,381
14-Apr-16,1.1268,1.1274,1.1296,1.1234,-0.0005,382
15-Apr-16,1.1283,1.1271,1.132,1.1246,0.0013,383
18-Apr-16,1.1314,1.1297,1.1334,1.1274,0.0027,384
19-Apr-16,1.1358,1.1314,1.1387,1.1302,0.0039,385
20-Apr-16,1.1297,1.1356,1.1388,1.1288,-0.0054,386
21-Apr-16,1.1288,1.1297,1.1396,1.1272,-0.0008,387
22-Apr-16,1.1234,1.1291,1.1312,1.122,-0.0048,388
25-Apr-16,1.1266,1.1231,1.128,1.1216,0.0028,389
26-Apr-16,1.1299,1.1264,1.1339,1.1255,0.0029,390
27-Apr-16,1.1321,1.1298,1.1363,1.1274,0.0019,391
28-Apr-16,1.1353,1.132,1.137,1.1296,0.0028,392
29-Apr-16,1.1456,1.1354,1.1461,1.1335,0.0091,393
2-May-16,1.1532,1.1447,1.1539,1.1446,0.0066,394
3-May-16,1.1497,1.1533,1.1616,1.1495,-0.003,395
4-May-16,1.1487,1.1496,1.153,1.1467,-0.0009,396
5-May-16,1.1405,1.1486,1.1496,1.1385,-0.0071,397
6-May-16,1.1405,1.1408,1.1479,1.1387,0,398
9-May-16,1.1383,1.1401,1.1422,1.1375,-0.0019,399
10-May-16,1.1372,1.1385,1.1413,1.1361,-0.001,400
11-May-16,1.1427,1.1373,1.1448,1.1368,0.0048,401
12-May-16,1.1377,1.1426,1.1434,1.1368,-0.0044,402
13-May-16,1.1308,1.1378,1.1383,1.1284,-0.0061,403
16-May-16,1.132,1.1311,1.1345,1.1302,0.0011,404
17-May-16,1.1314,1.1321,1.135,1.1303,-0.0005,405
18-May-16,1.1217,1.1313,1.1327,1.1212,-0.0086,406
19-May-16,1.1203,1.1216,1.123,1.1179,-0.0012,407
20-May-16,1.1224,1.1204,1.1239,1.1194,0.0019,408
23-May-16,1.1219,1.1218,1.1246,1.1187,-0.0004,409
24-May-16,1.1141,1.1219,1.1228,1.113,-0.007,410
25-May-16,1.1155,1.1141,1.1169,1.1128,0.0013,411
26-May-16,1.1194,1.1154,1.1218,1.1144,0.0035,412
27-May-16,1.1115,1.1193,1.1201,1.1107,-0.0071,413
30-May-16,1.1146,1.1117,1.1148,1.1099,0.0028,414
31-May-16,1.1132,1.1138,1.1176,1.1123,-0.0013,415
1-Jun-16,1.1188,1.1133,1.1198,1.1114,0.005,416
2-Jun-16,1.1151,1.1189,1.1221,1.1142,-0.0033,417
3-Jun-16,1.1367,1.1152,1.1377,1.1136,0.0194,418
6-Jun-16,1.1355,1.1353,1.1396,1.1328,-0.0011,419
7-Jun-16,1.1358,1.1355,1.1382,1.1338,0.0003,420
8-Jun-16,1.1394,1.1358,1.1412,1.1349,0.0032,421
9-Jun-16,1.1316,1.1399,1.1417,1.1305,-0.0068,422
10-Jun-16,1.1251,1.1317,1.1329,1.1245,-0.0057,423
13-Jun-16,1.1292,1.1253,1.1304,1.1233,0.0036,424
14-Jun-16,1.1208,1.1293,1.1304,1.1188,-0.0074,425
15-Jun-16,1.1259,1.1205,1.1299,1.119,0.0046,426
16-Jun-16,1.1226,1.126,1.1298,1.1132,-0.0029,427
17-Jun-16,1.1277,1.1226,1.1299,1.1221,0.0045,428
20-Jun-16,1.1314,1.1285,1.1386,1.1284,0.0033,429
21-Jun-16,1.1242,1.1312,1.1351,1.1241,-0.0064,430
22-Jun-16,1.1297,1.1242,1.1339,1.1236,0.0049,431
23-Jun-16,1.1388,1.1298,1.1424,1.1297,0.0081,432
24-Jun-16,1.1117,1.1392,1.1434,1.0911,-0.0238,433
27-Jun-16,1.1026,1.1072,1.1087,1.0972,-0.0082,434
28-Jun-16,1.1066,1.1025,1.1112,1.1007,0.0036,435
29-Jun-16,1.1125,1.1065,1.1131,1.1048,0.0053,436
30-Jun-16,1.1105,1.1124,1.1157,1.1023,-0.0018,437
1-Jul-16,1.1136,1.1104,1.1169,1.107,0.0028,438
4-Jul-16,1.1156,1.1142,1.1166,1.1097,0.0018,439
5-Jul-16,1.1076,1.1154,1.1184,1.1059,-0.0072,440
6-Jul-16,1.1099,1.1075,1.1112,1.103,0.0021,441
7-Jul-16,1.1063,1.1101,1.1113,1.1053,-0.0032,442
8-Jul-16,1.1055,1.1062,1.1115,1.1001,-0.0007,443
11-Jul-16,1.1058,1.1052,1.1076,1.1016,0.0003,444
12-Jul-16,1.1059,1.1058,1.1127,1.1051,0.0001,445
13-Jul-16,1.109,1.1061,1.1121,1.1043,0.0028,446
14-Jul-16,1.112,1.1089,1.1166,1.1085,0.0027,447
15-Jul-16,1.1036,1.1118,1.115,1.1023,-0.0076,448
18-Jul-16,1.1074,1.1043,1.1086,1.1038,0.0034,449
19-Jul-16,1.1022,1.1073,1.1086,1.0999,-0.0047,450
20-Jul-16,1.1015,1.102,1.1032,1.0981,-0.0006,451
21-Jul-16,1.1025,1.1013,1.106,1.0981,0.0009,452
22-Jul-16,1.0976,1.103,1.1042,1.0954,-0.0044,453
25-Jul-16,1.0994,1.0972,1.1002,1.0954,0.0016,454
26-Jul-16,1.0987,1.0997,1.1031,1.0978,-0.0006,455
27-Jul-16,1.1058,1.0985,1.1067,1.0962,0.0065,456
28-Jul-16,1.1076,1.1058,1.1119,1.1049,0.0016,457
29-Jul-16,1.1174,1.1079,1.12,1.1071,0.0088,458
1-Aug-16,1.1162,1.1177,1.1186,1.1157,-0.0011,459
2-Aug-16,1.1227,1.1162,1.1236,1.1156,0.0058,460
3-Aug-16,1.1149,1.1224,1.1233,1.1139,-0.0069,461
4-Aug-16,1.113,1.1149,1.1158,1.1114,-0.0017,462
5-Aug-16,1.1085,1.1127,1.1162,1.1043,-0.004,463
8-Aug-16,1.1093,1.1087,1.1107,1.1073,0.0007,464
9-Aug-16,1.1119,1.109,1.1124,1.107,0.0023,465
10-Aug-16,1.1177,1.1118,1.1193,1.1102,0.0052,466
11-Aug-16,1.1137,1.1175,1.1194,1.1133,-0.0036,467
12-Aug-16,1.1161,1.1139,1.1224,1.113,0.0022,468
15-Aug-16,1.1184,1.1162,1.1203,1.1153,0.0021,469
16-Aug-16,1.1278,1.1182,1.1324,1.1175,0.0084,470
17-Aug-16,1.1288,1.1279,1.1318,1.1241,0.0009,471
18-Aug-16,1.1354,1.1293,1.1367,1.1283,0.0058,472
19-Aug-16,1.1326,1.1351,1.1363,1.1303,-0.0025,473
22-Aug-16,1.1319,1.1305,1.1334,1.1273,-0.0006,474
23-Aug-16,1.1306,1.1321,1.1357,1.1302,-0.0011,475
24-Aug-16,1.1263,1.1305,1.1316,1.1244,-0.0038,476
25-Aug-16,1.1283,1.1266,1.1301,1.1258,0.0018,477
26-Aug-16,1.1198,1.1284,1.1343,1.118,-0.0075,478
29-Aug-16,1.1189,1.1192,1.1208,1.1157,-0.0008,479
30-Aug-16,1.1143,1.1189,1.1198,1.113,-0.0041,480
31-Aug-16,1.1158,1.1143,1.1167,1.1123,0.0013,481
1-Sep-16,1.1198,1.1157,1.1207,1.1128,0.0036,482
2-Sep-16,1.1156,1.1197,1.1254,1.1151,-0.0038,483
5-Sep-16,1.1147,1.1153,1.1185,1.114,-0.0008,484
6-Sep-16,1.1256,1.1147,1.1266,1.114,0.0098,485
7-Sep-16,1.1239,1.1255,1.1271,1.1228,-0.0015,486
8-Sep-16,1.1261,1.124,1.1329,1.1234,0.002,487
9-Sep-16,1.1233,1.1262,1.1288,1.12,-0.0025,488
12-Sep-16,1.1234,1.1232,1.1269,1.1211,0.0001,489
13-Sep-16,1.122,1.1236,1.1262,1.1203,-0.0012,490
14-Sep-16,1.125,1.1216,1.1274,1.1208,0.0027,491
15-Sep-16,1.1244,1.1249,1.1286,1.122,-0.0005,492
16-Sep-16,1.1155,1.1244,1.1256,1.1147,-0.0079,493
19-Sep-16,1.1174,1.1161,1.1198,1.1147,0.0017,494
20-Sep-16,1.1155,1.1179,1.1216,1.1146,-0.0017,495
21-Sep-16,1.1189,1.1152,1.12,1.1123,0.003,496
22-Sep-16,1.1207,1.1193,1.1258,1.1181,0.0016,497
23-Sep-16,1.1226,1.1209,1.1244,1.1195,0.0017,498
26-Sep-16,1.1254,1.1221,1.1279,1.122,0.0025,499
27-Sep-16,1.1215,1.1253,1.1262,1.119,-0.0035,500
28-Sep-16,1.1216,1.1214,1.1238,1.1181,0.0001,501
29-Sep-16,1.1223,1.1217,1.1251,1.1197,0.0006,502
30-Sep-16,1.1241,1.1225,1.1253,1.1153,0.0016,503
3-Oct-16,1.1211,1.1235,1.1245,1.1205,-0.0027,504
4-Oct-16,1.1204,1.1211,1.124,1.1138,-0.0006,505
5-Oct-16,1.1205,1.1205,1.1238,1.1191,0.0001,506
6-Oct-16,1.1151,1.1205,1.1214,1.1139,-0.0048,507
7-Oct-16,1.1201,1.1151,1.1207,1.1103,0.0045,508
10-Oct-16,1.1138,1.1196,1.1202,1.1128,-0.0056,509
11-Oct-16,1.1054,1.1136,1.1144,1.1047,-0.0075,510
12-Oct-16,1.1008,1.1053,1.1072,1.1003,-0.0042,511
13-Oct-16,1.1057,1.1004,1.1058,1.0982,0.0045,512
14-Oct-16,1.0971,1.1056,1.1062,1.0968,-0.0078,513
17-Oct-16,1.0999,1.0975,1.1011,1.0964,0.0026,514
18-Oct-16,1.098,1.1,1.1029,1.097,-0.0017,515
19-Oct-16,1.0974,1.098,1.1005,1.0955,-0.0005,516
20-Oct-16,1.093,1.0974,1.1041,1.0916,-0.004,517
21-Oct-16,1.0884,1.0929,1.0933,1.0859,-0.0042,518
24-Oct-16,1.0883,1.0879,1.0903,1.0861,-0.0001,519
25-Oct-16,1.0888,1.0882,1.0906,1.085,0.0005,520
26-Oct-16,1.0909,1.0889,1.0947,1.0872,0.0019,521
27-Oct-16,1.0897,1.0909,1.0945,1.0884,-0.0011,522
28-Oct-16,1.0987,1.0899,1.0995,1.0893,0.0083,523
31-Oct-16,1.0981,1.0986,1.0994,1.0936,-0.0005,524
1-Nov-16,1.1056,1.0981,1.1072,1.0958,0.0068,525
2-Nov-16,1.1097,1.1056,1.1125,1.1051,0.0037,526
3-Nov-16,1.1105,1.1099,1.1128,1.1059,0.0007,527
4-Nov-16,1.1138,1.1105,1.1146,1.108,0.003,528
7-Nov-16,1.104,1.1137,1.1139,1.1029,-0.0088,529
8-Nov-16,1.1026,1.1042,1.107,1.1008,-0.0013,530
9-Nov-16,1.091,1.1023,1.13,1.0902,-0.0105,531
10-Nov-16,1.0893,1.0911,1.0958,1.0866,-0.0016,532
11-Nov-16,1.0856,1.0897,1.0929,1.0833,-0.0034,533
14-Nov-16,1.0737,1.085,1.0852,1.0709,-0.011,534
15-Nov-16,1.0721,1.0736,1.0817,1.0712,-0.0015,535
16-Nov-16,1.069,1.0724,1.0763,1.0668,-0.0029,536
17-Nov-16,1.0626,1.069,1.0746,1.0617,-0.006,537
18-Nov-16,1.0588,1.0625,1.0645,1.057,-0.0036,538
21-Nov-16,1.063,1.0583,1.0652,1.0578,0.004,539
22-Nov-16,1.0626,1.0627,1.066,1.0583,-0.0004,540
23-Nov-16,1.0559,1.063,1.0647,1.0527,-0.0063,541
24-Nov-16,1.0554,1.0554,1.0587,1.0517,-0.0005,542
25-Nov-16,1.0587,1.0551,1.0631,1.0538,0.0031,543
28-Nov-16,1.0615,1.0595,1.0686,1.0562,0.0026,544
29-Nov-16,1.065,1.0615,1.0657,1.0565,0.0033,545
30-Nov-16,1.0588,1.0649,1.0669,1.0554,-0.0058,546
1-Dec-16,1.0662,1.059,1.067,1.0584,0.007,547
2-Dec-16,1.0673,1.0662,1.0692,1.0626,0.001,548
5-Dec-16,1.0764,1.0674,1.0798,1.0505,0.0085,549
6-Dec-16,1.0719,1.0764,1.0787,1.0698,-0.0042,550
7-Dec-16,1.0753,1.0721,1.077,1.0709,0.0032,551
8-Dec-16,1.0615,1.0754,1.0873,1.0595,-0.0128,552
9-Dec-16,1.0562,1.0618,1.0632,1.0531,-0.005,553
12-Dec-16,1.0635,1.0551,1.0652,1.0523,0.0069,554
13-Dec-16,1.0627,1.0635,1.0668,1.0603,-0.0008,555
14-Dec-16,1.0536,1.0627,1.0671,1.0495,-0.0086,556
15-Dec-16,1.0414,1.0536,1.0544,1.0366,-0.0116,557
16-Dec-16,1.0451,1.0419,1.0477,1.0402,0.0036,558
19-Dec-16,1.0402,1.0442,1.0479,1.0391,-0.0047,559
20-Dec-16,1.0387,1.0405,1.0419,1.0352,-0.0014,560
21-Dec-16,1.0425,1.039,1.0453,1.0381,0.0037,561
22-Dec-16,1.0437,1.0423,1.0501,1.0421,0.0012,562
23-Dec-16,1.0456,1.0437,1.047,1.0427,0.0018,563
26-Dec-16,1.0456,1.0454,1.0473,1.0439,0,564
27-Dec-16,1.0457,1.0453,1.0465,1.0431,0.0001,565
28-Dec-16,1.0412,1.0458,1.0483,1.0373,-0.0043,566
29-Dec-16,1.0492,1.0417,1.0494,1.0406,0.0077,567
30-Dec-16,1.0516,1.0492,1.0654,1.0482,0.0023,568
2-Jan-17,1.0459,1.0532,1.0534,1.0449,-0.0054,569
3-Jan-17,1.0406,1.0455,1.0492,1.0341,-0.0051,570
4-Jan-17,1.0488,1.0405,1.0501,1.0389,0.0079,571
5-Jan-17,1.0607,1.0493,1.0619,1.0482,0.0113,572
6-Jan-17,1.0533,1.0606,1.0624,1.0523,-0.007,573
9-Jan-17,1.0574,1.0539,1.0584,1.051,0.0039,574
10-Jan-17,1.0554,1.0573,1.0628,1.0551,-0.0019,575
11-Jan-17,1.0582,1.0556,1.0624,1.0454,0.0027,576
12-Jan-17,1.0613,1.0582,1.0687,1.0573,0.0029,577
13-Jan-17,1.0644,1.0612,1.0674,1.0598,0.0029,578
16-Jan-17,1.0603,1.0618,1.0638,1.058,-0.0039,579
17-Jan-17,1.0714,1.0599,1.0719,1.0595,0.0105,580
18-Jan-17,1.0631,1.0713,1.0716,1.0624,-0.0077,581
19-Jan-17,1.0664,1.0629,1.0677,1.0588,0.0031,582
20-Jan-17,1.0703,1.0667,1.0713,1.0627,0.0037,583
23-Jan-17,1.0765,1.0687,1.0773,1.0686,0.0058,584
24-Jan-17,1.0731,1.0763,1.0775,1.0718,-0.0032,585
25-Jan-17,1.0748,1.0734,1.0773,1.0713,0.0016,586
26-Jan-17,1.0682,1.0746,1.0767,1.0657,-0.0061,587
27-Jan-17,1.0699,1.0685,1.0729,1.0661,0.0016,588
30-Jan-17,1.0695,1.0692,1.0742,1.0619,-0.0004,589
31-Jan-17,1.0798,1.0695,1.0814,1.0684,0.0096,590
1-Feb-17,1.0769,1.0798,1.081,1.0731,-0.0027,591
2-Feb-17,1.0758,1.0767,1.0829,1.0753,-0.001,592
3-Feb-17,1.0784,1.0759,1.08,1.0714,0.0024,593
6-Feb-17,1.075,1.0781,1.0801,1.0703,-0.0032,594
7-Feb-17,1.0681,1.075,1.0751,1.0654,-0.0064,595
8-Feb-17,1.0698,1.0682,1.0715,1.0639,0.0016,596
9-Feb-17,1.0656,1.0699,1.0711,1.065,-0.0039,597
10-Feb-17,1.0641,1.0658,1.067,1.0609,-0.0014,598
13-Feb-17,1.0598,1.0634,1.0658,1.0592,-0.004,599
14-Feb-17,1.0577,1.0596,1.0634,1.0559,-0.002,600
15-Feb-17,1.0601,1.0577,1.0611,1.0523,0.0023,601
16-Feb-17,1.0674,1.06,1.0682,1.0588,0.0069,602
17-Feb-17,1.0614,1.0675,1.0679,1.0605,-0.0056,603
20-Feb-17,1.0614,1.0618,1.0637,1.0606,0,604
21-Feb-17,1.0537,1.0611,1.0618,1.0526,-0.0073,605
22-Feb-17,1.0556,1.0534,1.0574,1.0493,0.0018,606
23-Feb-17,1.0581,1.0557,1.0597,1.0538,0.0024,607
24-Feb-17,1.0563,1.0583,1.062,1.0557,-0.0017,608
27-Feb-17,1.0588,1.0562,1.0633,1.0552,0.0024,609
28-Feb-17,1.0577,1.0587,1.0632,1.057,-0.001,610
1-Mar-17,1.0548,1.0575,1.059,1.0514,-0.0027,611
2-Mar-17,1.0507,1.0547,1.0552,1.0493,-0.0039,612
3-Mar-17,1.0623,1.0508,1.0626,1.0502,0.011,613
6-Mar-17,1.0581,1.0617,1.0643,1.0575,-0.004,614
7-Mar-17,1.0566,1.0583,1.0603,1.0557,-0.0014,615
8-Mar-17,1.0541,1.0566,1.0576,1.0535,-0.0024,616
9-Mar-17,1.0577,1.0541,1.0617,1.0525,0.0034,617
10-Mar-17,1.0672,1.0577,1.0702,1.0572,0.009,618
13-Mar-17,1.0654,1.0672,1.0715,1.065,-0.0017,619
14-Mar-17,1.0604,1.0655,1.0664,1.0599,-0.0047,620
15-Mar-17,1.0735,1.0604,1.0742,1.0603,0.0124,621
16-Mar-17,1.0766,1.0734,1.0772,1.0706,0.0029,622
17-Mar-17,1.0738,1.0765,1.0784,1.0728,-0.0026,623
20-Mar-17,1.0739,1.074,1.0779,1.0725,0.0001,624
21-Mar-17,1.0811,1.074,1.0822,1.072,0.0067,625
22-Mar-17,1.0797,1.081,1.0827,1.0776,-0.0013,626
23-Mar-17,1.0783,1.0797,1.0807,1.0769,-0.0013,627
24-Mar-17,1.0799,1.0784,1.082,1.0761,0.0015,628
27-Mar-17,1.0865,1.0797,1.0905,1.0795,0.0061,629
28-Mar-17,1.0813,1.0864,1.0873,1.0797,-0.0048,630
29-Mar-17,1.0767,1.0811,1.0827,1.0739,-0.0043,631
30-Mar-17,1.0675,1.0765,1.0772,1.0671,-0.0085,632
31-Mar-17,1.0652,1.0675,1.0705,1.0652,-0.0022,633
3-Apr-17,1.0671,1.066,1.0683,1.0643,0.0018,634
4-Apr-17,1.0674,1.0669,1.0678,1.0635,0.0003,635
5-Apr-17,1.0663,1.0672,1.069,1.0633,-0.001,636
6-Apr-17,1.0644,1.0663,1.0687,1.063,-0.0018,637
7-Apr-17,1.059,1.0644,1.0668,1.058,-0.0051,638
10-Apr-17,1.0596,1.0593,1.0609,1.0571,0.0006,639
11-Apr-17,1.0602,1.0595,1.0631,1.0577,0.0006,640
12-Apr-17,1.0666,1.0606,1.0677,1.0589,0.006,641
13-Apr-17,1.0614,1.0664,1.0679,1.0609,-0.0049,642
14-Apr-17,1.0612,1.0615,1.0633,1.0607,-0.0002,643
17-Apr-17,1.0643,1.0615,1.0674,1.0603,0.0029,644
18-Apr-17,1.0734,1.0643,1.0737,1.0636,0.0086,645
19-Apr-17,1.0711,1.073,1.0738,1.07,-0.0021,646
20-Apr-17,1.0717,1.0711,1.078,1.0709,0.0006,647
21-Apr-17,1.0728,1.0719,1.0739,1.0682,0.001,648
24-Apr-17,1.0868,1.089,1.0936,1.0819,0.013,649
25-Apr-17,1.0926,1.0868,1.0951,1.0851,0.0053,650
26-Apr-17,1.0903,1.0924,1.0951,1.0856,-0.0021,651
27-Apr-17,1.0873,1.0903,1.0933,1.0851,-0.0028,652
28-Apr-17,1.0897,1.0877,1.0949,1.0857,0.0022,653
1-May-17,1.0899,1.0906,1.0924,1.0883,0.0002,654
2-May-17,1.093,1.0901,1.0936,1.0889,0.0028,655
3-May-17,1.0885,1.093,1.0939,1.0883,-0.0041,656
4-May-17,1.0984,1.0884,1.0987,1.0874,0.0091,657
5-May-17,1.0998,1.0991,1.1002,1.0951,0.0013,658
8-May-17,1.0924,1.0998,1.1024,1.0917,-0.0067,659
9-May-17,1.0874,1.0923,1.0935,1.0862,-0.0046,660
10-May-17,1.0868,1.0874,1.09,1.0853,-0.0006,661
11-May-17,1.0861,1.0869,1.0894,1.0838,-0.0006,662
12-May-17,1.0931,1.0863,1.0937,1.0857,0.0064,663
15-May-17,1.0975,1.0926,1.0991,1.0922,0.004,664
16-May-17,1.1082,1.0976,1.1098,1.0972,0.0097,665
17-May-17,1.1159,1.1083,1.1163,1.1079,0.0069,666
